KT,YT,TAZE HAVA ORANI,,T1 ENTHALPY,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,,,ÜFLEME ENTHALPY 15 C,TOPLU HAVA DEB?S?,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
30,21,55,30215526,,5500,4500,53.01,26,,57.21,,,44.78,,2.97,,,,,,,,,,,,
30,21,60,30216026,,6000,4000,53.01,26,50%,57.59,,,44.78,,3.06,,,,,,,,,,,,
30,21,65,30216526,,6500,3500,53.01,26,,57.98,,,44.78,,3.15,,,,,,,,,,,,
30,21,70,30217026,,7000,3000,53.01,26,50%,58.36,,,44.78,,3.24,,,,,,,,,,,,
30,21,75,30217526,,7500,2500,53.01,26,,58.75,,,44.78,,3.34,,,,,,,,,,,,
30,21,80,30218026,,8000,2000,53.01,26,50%,59.14,,,44.78,,3.43,,,,,,,,,,,,
30,21,85,30218526,,8500,1500,53.01,26,,59.53,,,44.78,,3.52,,,,,,,,,,,,
30,21,90,30219026,,9000,1000,53.01,26,50%,59.91,,,44.78,,3.61,,,,,,,,,,,,
30,21,95,30219526,,9500,500,53.01,26,,60.30,,,44.78,,3.71,,,,,,,,,,,,
30,21,100,302110026,,10000,0,53.01,26,50%,60.69,,,44.78,,3.80,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
30,20,0,3020026,57.2,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
30,20,5,3020526,,500,9500,53.01,26,,53.22,,,44.78,,2.01,,,,,,,,,,,,
30,20,10,30201026,,1000,9000,53.01,26,50%,53.42,,,44.78,,2.06,,,,,,,,,,,,
30,20,15,30201526,,1500,8500,53.01,26,,53.63,,,44.78,,2.11,,,,,,,,,,,,
30,20,20,30202026,,2000,8000,53.01,26,50%,53.84,,,44.78,,2.16,,,,,,,,,,,,
30,20,25,30202526,,2500,7500,53.01,26,,54.05,,,44.78,,2.21,,,,,,,,,,,,
30,20,30,30203026,,3000,7000,53.01,26,50%,54.25,,,44.78,,2.26,,,,,,,,,,,,
30,20,35,30203526,,3500,6500,53.01,26,,54.46,,,44.78,,2.31,,,,,,,,,,,,
30,20,40,30204026,,4000,6000,53.01,26,50%,54.67,,,44.78,,2.36,,,,,,,,,,,,
30,20,45,30204526,,4500,5500,53.01,26,,54.88,,,44.78,,2.41,,,,,,,,,,,,
30,20,50,30205026,,5000,5000,53.01,26,50%,55.09,,,44.78,,2.46,,,,,,,,,,,,
30,20,55,30205526,,5500,4500,53.01,26,,55.30,,,44.78,,2.51,,,,,,,,,,,,
30,20,60,30206026,,6000,4000,53.01,26,50%,55.51,,,44.78,,2.56,,,,,,,,,,,,
30,20,65,30206526,,6500,3500,53.01,26,,55.72,,,44.78,,2.61,,,,,,,,,,,,
30,20,70,30207026,,7000,3000,53.01,26,50%,55.93,,,44.78,,2.66,,,,,,,,,,,,
30,20,75,30207526,,7500,2500,53.01,26,,56.14,,,44.78,,2.71,,,,,,,,,,,,
30,20,80,30208026,,8000,2000,53.01,26,50%,56.35,,,44.78,,2.76,,,,,,,,,,,,
30,20,85,30208526,,8500,1500,53.01,26,,56.56,,,44.78,,2.81,,,,,,,,,,,,
30,20,90,30209026,,9000,1000,53.01,26,50%,56.77,,,44.78,,2.86,,,,,,,,,,,,
30,20,95,30209526,,9500,500,53.01,26,,56.99,,,44.78,,2.92,,,,,,,,,,,,
30,20,100,302010026,,10000,0,53.01,26,50%,57.20,,,44.78,,2.97,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,26,0,2926026,80.65,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,26,5,2926526,,500,9500,53.01,26,,54.36,,,44.78,,2.29,,,,,,,,,,,,
29,26,10,29261026,,1000,9000,53.01,26,50%,55.71,,,44.78,,2.61,,,,,,,,,,,,
29,26,15,29261526,,1500,8500,53.01,26,,57.07,,,44.78,,2.94,,,,,,,,,,,,
29,26,20,29262026,,2000,8000,53.01,26,50%,58.43,,,44.78,,3.26,,,,,,,,,,,,
29,26,25,29262526,,2500,7500,53.01,26,,59.79,,,44.78,,3.58,,,,,,,,,,,,
29,26,30,29263026,,3000,7000,53.01,26,50%,61.15,,,44.78,,3.91,,,,,,,,,,,,
29,26,35,29263526,,3500,6500,53.01,26,,62.53,,,44.78,,4.24,,,,,,,,,,,,
29,26,40,29264026,,4000,6000,53.01,26,50%,63.90,,,44.78,,4.57,,,,,,,,,,,,
29,26,45,29264526,,4500,5500,53.01,26,,65.23,,,44.78,,4.88,,,,,,,,,,,,
29,26,50,29265026,,5000,5000,53.01,26,50%,66.55,,,44.78,,5.20,,,,,,,,,,,,
29,26,55,29265526,,5500,4500,53.01,26,,67.99,,,44.78,,5.54,,,,,,,,,,,,
29,26,60,29266026,,6000,4000,53.01,26,50%,69.42,,,44.78,,5.89,,,,,,,,,,,,
29,26,65,29266526,,6500,3500,53.01,26,,70.82,,,44.78,,6.22,,,,,,,,,,,,
29,26,70,29267026,,7000,3000,53.01,26,50%,72.21,,,44.78,,6.55,,,,,,,,,,,,
29,26,75,29267526,,7500,2500,53.01,26,,73.61,,,44.78,,6.89,,,,,,,,,,,,
29,26,80,29268026,,8000,2000,53.01,26,50%,75.01,,,44.78,,7.22,,,,,,,,,,,,
29,26,85,29268526,,8500,1500,53.01,26,,76.42,,,44.78,,7.56,,,,,,,,,,,,
29,26,90,29269026,,9000,1000,53.01,26,50%,77.82,,,44.78,,7.89,,,,,,,,,,,,
29,26,95,29269526,,9500,500,53.01,26,,79.24,,,44.78,,8.23,,,,,,,,,,,,
29,26,100,292610026,,10000,0,53.01,26,50%,80.65,,,44.78,,8.57,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,25,0,2925026,76.31,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,25,5,2925526,,500,9500,53.01,26,,54.15,,,44.78,,2.24,,,,,,,,,,,,
29,25,10,29251026,,1000,9000,53.01,26,50%,55.29,,,44.78,,2.51,,,,,,,,,,,,
29,25,15,29251526,,1500,8500,53.01,26,,56.44,,,44.78,,2.78,,,,,,,,,,,,
29,25,20,29252026,,2000,8000,53.01,26,50%,57.59,,,44.78,,3.06,,,,,,,,,,,,
29,25,25,29252526,,2500,7500,53.01,26,,58.74,,,44.78,,3.33,,,,,,,,,,,,
29,25,30,29253026,,3000,7000,53.01,26,50%,59.89,,,44.78,,3.61,,,,,,,,,,,,
29,25,35,29253526,,3500,6500,53.01,26,,61.05,,,44.78,,3.88,,,,,,,,,,,,
29,25,40,29254026,,4000,6000,53.01,26,50%,62.20,,,44.78,,4.16,,,,,,,,,,,,
29,25,45,29254526,,4500,5500,53.01,26,,63.37,,,44.78,,4.44,,,,,,,,,,,,
29,25,50,29255026,,5000,5000,53.01,26,50%,64.53,,,44.78,,4.72,,,,,,,,,,,,
29,25,55,29255526,,5500,4500,53.01,26,,65.70,,,44.78,,5.00,,,,,,,,,,,,
29,25,60,29256026,,6000,4000,53.01,26,50%,66.86,,,44.78,,5.27,,,,,,,,,,,,
29,25,65,29256526,,6500,3500,53.01,26,,68.04,,,44.78,,5.55,,,,,,,,,,,,
29,25,70,29257026,,7000,3000,53.01,26,50%,69.21,,,44.78,,5.83,,,,,,,,,,,,
29,25,75,29257526,,7500,2500,53.01,26,,70.39,,,44.78,,6.12,,,,,,,,,,,,
29,25,80,29258026,,8000,2000,53.01,26,50%,71.57,,,44.78,,6.40,,,,,,,,,,,,
29,25,85,29258526,,8500,1500,53.01,26,,72.75,,,44.78,,6.68,,,,,,,,,,,,
29,25,90,29259026,,9000,1000,53.01,26,50%,73.93,,,44.78,,6.96,,,,,,,,,,,,
29,25,95,29259526,,9500,500,53.01,26,,75.12,,,44.78,,7.25,,,,,,,,,,,,
29,25,100,292510026,,10000,0,53.01,26,50%,76.31,,,44.78,,7.53,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,24,0,2924026,72.16,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,24,5,2924526,,500,9500,53.01,26,,53.95,,,44.78,,2.19,,,,,,,,,,,,
29,24,10,29241026,,1000,9000,53.01,26,50%,54.89,,,44.78,,2.41,,,,,,,,,,,,
29,24,15,29241526,,1500,8500,53.01,26,,55.84,,,44.78,,2.64,,,,,,,,,,,,
29,24,20,29242026,,2000,8000,53.01,26,50%,56.78,,,44.78,,2.87,,,,,,,,,,,,
29,24,25,29242526,,2500,7500,53.01,26,,57.73,,,44.78,,3.09,,,,,,,,,,,,
29,24,30,29243026,,3000,7000,53.01,26,50%,58.67,,,44.78,,3.32,,,,,,,,,,,,
29,24,35,29243526,,3500,6500,53.01,26,,59.63,,,44.78,,3.55,,,,,,,,,,,,
29,24,40,29244026,,4000,6000,53.01,26,50%,60.58,,,44.78,,3.77,,,,,,,,,,,,
29,24,45,29244526,,4500,5500,53.01,26,,61.54,,,44.78,,4.00,,,,,,,,,,,,
29,24,50,29245026,,5000,5000,53.01,26,50%,62.49,,,44.78,,4.23,,,,,,,,,,,,
29,24,55,29245526,,5500,4500,53.01,26,,63.45,,,44.78,,4.46,,,,,,,,,,,,
29,24,60,29246026,,6000,4000,53.01,26,50%,64.41,,,44.78,,4.69,,,,,,,,,,,,
29,24,65,29246526,,6500,3500,53.01,26,,65.37,,,44.78,,4.92,,,,,,,,,,,,
29,24,70,29247026,,7000,3000,53.01,26,50%,66.33,,,44.78,,5.15,,,,,,,,,,,,
29,24,75,29247526,,7500,2500,53.01,26,,67.30,,,44.78,,5.38,,,,,,,,,,,,
29,24,80,29248026,,8000,2000,53.01,26,50%,68.27,,,44.78,,5.61,,,,,,,,,,,,
29,24,85,29248526,,8500,1500,53.01,26,,69.24,,,44.78,,5.84,,,,,,,,,,,,
29,24,90,29249026,,9000,1000,53.01,26,50%,70.21,,,44.78,,6.07,,,,,,,,,,,,
29,24,95,29249526,,9500,500,53.01,26,,71.19,,,44.78,,6.31,,,,,,,,,,,,
29,24,100,292410026,,10000,0,53.01,26,50%,72.16,,,44.78,,6.54,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,23,0,2923026,68.19,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,23,5,2923526,,500,9500,53.01,26,,53.76,,,44.78,,2.14,,,,,,,,,,,,
29,23,10,29231026,,1000,9000,53.01,26,50%,54.50,,,44.78,,2.32,,,,,,,,,,,,
29,23,15,29231526,,1500,8500,53.01,26,,55.25,,,44.78,,2.50,,,,,,,,,,,,
29,23,20,29232026,,2000,8000,53.01,26,50%,56.00,,,44.78,,2.68,,,,,,,,,,,,
29,23,25,29232526,,2500,7500,53.01,26,,56.76,,,44.78,,2.86,,,,,,,,,,,,
29,23,30,29233026,,3000,7000,53.01,26,50%,57.51,,,44.78,,3.04,,,,,,,,,,,,
29,23,35,29233526,,3500,6500,53.01,26,,58.27,,,44.78,,3.22,,,,,,,,,,,,
29,23,40,29234026,,4000,6000,53.01,26,50%,59.02,,,44.78,,3.40,,,,,,,,,,,,
29,23,45,29234526,,4500,5500,53.01,26,,59.78,,,44.78,,3.58,,,,,,,,,,,,
29,23,50,29235026,,5000,5000,53.01,26,50%,60.53,,,44.78,,3.76,,,,,,,,,,,,
29,23,55,29235526,,5500,4500,53.01,26,,61.29,,,44.78,,3.94,,,,,,,,,,,,
29,23,60,29236026,,6000,4000,53.01,26,50%,62.05,,,44.78,,4.12,,,,,,,,,,,,
29,23,65,29236526,,6500,3500,53.01,26,,62.82,,,44.78,,4.31,,,,,,,,,,,,
29,23,70,29237026,,7000,3000,53.01,26,50%,63.58,,,44.78,,4.49,,,,,,,,,,,,
29,23,75,29237526,,7500,2500,53.01,26,,64.35,,,44.78,,4.67,,,,,,,,,,,,
29,23,80,29238026,,8000,2000,53.01,26,50%,65.11,,,44.78,,4.86,,,,,,,,,,,,
29,23,85,29238526,,8500,1500,53.01,26,,65.88,,,44.78,,5.04,,,,,,,,,,,,
29,23,90,29239026,,9000,1000,53.01,26,50%,66.64,,,44.78,,5.22,,,,,,,,,,,,
29,23,95,29239526,,9500,500,53.01,26,,67.42,,,44.78,,5.41,,,,,,,,,,,,
29,23,100,292310026,,10000,0,53.01,26,50%,68.19,,,44.78,,5.59,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,22,0,2922026,64.38,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,22,5,2922526,,500,9500,53.01,26,,53.57,,,44.78,,2.10,,,,,,,,,,,,
29,22,10,29221026,,1000,9000,53.01,26,50%,54.13,,,44.78,,2.23,,,,,,,,,,,,
29,22,15,29221526,,1500,8500,53.01,26,,54.69,,,44.78,,2.37,,,,,,,,,,,,
29,22,20,29222026,,2000,8000,53.01,26,50%,55.25,,,44.78,,2.50,,,,,,,,,,,,
29,22,25,29222526,,2500,7500,53.01,26,,55.82,,,44.78,,2.64,,,,,,,,,,,,
29,22,30,29223026,,3000,7000,53.01,26,50%,56.38,,,44.78,,2.77,,,,,,,,,,,,
29,22,35,29223526,,3500,6500,53.01,26,,56.95,,,44.78,,2.91,,,,,,,,,,,,
29,22,40,29224026,,4000,6000,53.01,26,50%,57.51,,,44.78,,3.04,,,,,,,,,,,,
29,22,45,29224526,,4500,5500,53.01,26,,58.08,,,44.78,,3.18,,,,,,,,,,,,
29,22,50,29225026,,5000,5000,53.01,26,50%,58.65,,,44.78,,3.31,,,,,,,,,,,,
29,22,55,29225526,,5500,4500,53.01,26,,59.22,,,44.78,,3.45,,,,,,,,,,,,
29,22,60,29226026,,6000,4000,53.01,26,50%,59.79,,,44.78,,3.58,,,,,,,,,,,,
29,22,65,29226526,,6500,3500,53.01,26,,60.36,,,44.78,,3.72,,,,,,,,,,,,
29,22,70,29227026,,7000,3000,53.01,26,50%,60.93,,,44.78,,3.86,,,,,,,,,,,,
29,22,75,29227526,,7500,2500,53.01,26,,61.51,,,44.78,,3.99,,,,,,,,,,,,
29,22,80,29228026,,8000,2000,53.01,26,50%,62.08,,,44.78,,4.13,,,,,,,,,,,,
29,22,85,29228526,,8500,1500,53.01,26,,62.66,,,44.78,,4.27,,,,,,,,,,,,
29,22,90,29229026,,9000,1000,53.01,26,50%,63.23,,,44.78,,4.41,,,,,,,,,,,,
29,22,95,29229526,,9500,500,53.01,26,,63.81,,,44.78,,4.54,,,,,,,,,,,,
29,22,100,292210026,,10000,0,53.01,26,50%,64.38,,,44.78,,4.68,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,21,0,2921026,60.73,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,21,5,2921526,,500,9500,53.01,26,,53.39,,,44.78,,2.06,,,,,,,,,,,,
29,21,10,29211026,,1000,9000,53.01,26,50%,53.77,,,44.78,,2.15,,,,,,,,,,,,
29,21,15,29211526,,1500,8500,53.01,26,,54.16,,,44.78,,2.24,,,,,,,,,,,,
29,21,20,29212026,,2000,8000,53.01,26,50%,54.54,,,44.78,,2.33,,,,,,,,,,,,
29,21,25,29212526,,2500,7500,53.01,26,,54.92,,,44.78,,2.42,,,,,,,,,,,,
29,21,30,29213026,,3000,7000,53.01,26,50%,55.30,,,44.78,,2.51,,,,,,,,,,,,
29,21,35,29213526,,3500,6500,53.01,26,,55.69,,,44.78,,2.60,,,,,,,,,,,,
29,21,40,29214026,,4000,6000,53.01,26,50%,56.07,,,44.78,,2.70,,,,,,,,,,,,
29,21,45,29214526,,4500,5500,53.01,26,,56.46,,,44.78,,2.79,,,,,,,,,,,,
29,21,50,29215026,,5000,5000,53.01,26,50%,56.84,,,44.78,,2.88,,,,,,,,,,,,
29,21,55,29215526,,5500,4500,53.01,26,,57.23,,,44.78,,2.97,,,,,,,,,,,,
29,21,60,29216026,,6000,4000,53.01,26,50%,57.62,,,44.78,,3.07,,,,,,,,,,,,
29,21,65,29216526,,6500,3500,53.01,26,,58.01,,,44.78,,3.16,,,,,,,,,,,,
29,21,70,29217026,,7000,3000,53.01,26,50%,58.39,,,44.78,,3.25,,,,,,,,,,,,
29,21,75,29217526,,7500,2500,53.01,26,,58.78,,,44.78,,3.34,,,,,,,,,,,,
29,21,80,29218026,,8000,2000,53.01,26,50%,59.17,,,44.78,,3.44,,,,,,,,,,,,
29,21,85,29218526,,8500,1500,53.01,26,,59.56,,,44.78,,3.53,,,,,,,,,,,,
29,21,90,29219026,,9000,1000,53.01,26,50%,59.95,,,44.78,,3.62,,,,,,,,,,,,
29,21,95,29219526,,9500,500,53.01,26,,60.34,,,44.78,,3.72,,,,,,,,,,,,
29,21,100,292110026,,10000,0,53.01,26,50%,60.73,,,44.78,,3.81,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
29,20,0,2920026,57.23,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
29,20,5,2920526,,500,9500,53.01,26,,53.22,,,44.78,,2.02,,,,,,,,,,,,
29,20,10,29201026,,1000,9000,53.01,26,50%,53.43,,,44.78,,2.07,,,,,,,,,,,,
29,20,15,29201526,,1500,8500,53.01,26,,53.64,,,44.78,,2.11,,,,,,,,,,,,
29,20,20,29202026,,2000,8000,53.01,26,50%,53.84,,,44.78,,2.16,,,,,,,,,,,,
29,20,25,29202526,,2500,7500,53.01,26,,54.05,,,44.78,,2.21,,,,,,,,,,,,
29,20,30,29203026,,3000,7000,53.01,26,50%,54.26,,,44.78,,2.26,,,,,,,,,,,,
29,20,35,29203526,,3500,6500,53.01,26,,54.48,,,44.78,,2.32,,,,,,,,,,,,
29,20,40,29204026,,4000,6000,53.01,26,50%,54.69,,,44.78,,2.37,,,,,,,,,,,,
29,20,45,29204526,,4500,5500,53.01,26,,54.90,,,44.78,,2.42,,,,,,,,,,,,
29,20,50,29205026,,5000,5000,53.01,26,50%,55.11,,,44.78,,2.47,,,,,,,,,,,,
29,20,55,29205526,,5500,4500,53.01,26,,55.32,,,44.78,,2.52,,,,,,,,,,,,
29,20,60,29206026,,6000,4000,53.01,26,50%,55.53,,,44.78,,2.57,,,,,,,,,,,,
29,20,65,29206526,,6500,3500,53.01,26,,55.74,,,44.78,,2.62,,,,,,,,,,,,
29,20,70,29207026,,7000,3000,53.01,26,50%,55.95,,,44.78,,2.67,,,,,,,,,,,,
29,20,75,29207526,,7500,2500,53.01,26,,56.17,,,44.78,,2.72,,,,,,,,,,,,
29,20,80,29208026,,8000,2000,53.01,26,50%,56.38,,,44.78,,2.77,,,,,,,,,,,,
29,20,85,29208526,,8500,1500,53.01,26,,56.59,,,44.78,,2.82,,,,,,,,,,,,
29,20,90,29209026,,9000,1000,53.01,26,50%,56.80,,,44.78,,2.87,,,,,,,,,,,,
29,20,95,29209526,,9500,500,53.01,26,,57.02,,,44.78,,2.92,,,,,,,,,,,,
29,20,100,292010026,,10000,0,53.01,26,50%,57.23,,,44.78,,2.97,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
28,26,0,2826026,80.69,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
28,26,5,2826526,,500,9500,53.01,26,,54.37,,,44.78,,2.29,,,,,,,,,,,,
28,26,10,28261026,,1000,9000,53.01,26,50%,55.72,,,44.78,,2.61,,,,,,,,,,,,
28,26,15,28261526,,1500,8500,53.01,26,,57.09,,,44.78,,2.94,,,,,,,,,,,,
28,26,20,28262026,,2000,8000,53.01,26,50%,58.45,,,44.78,,3.26,,,,,,,,,,,,
28,26,25,28262526,,2500,7500,53.01,26,,59.82,,,44.78,,3.59,,,,,,,,,,,,
28,26,30,28263026,,3000,7000,53.01,26,50%,61.18,,,44.78,,3.92,,,,,,,,,,,,
28,26,35,28263526,,3500,6500,53.01,26,,62.56,,,44.78,,4.25,,,,,,,,,,,,
28,26,40,28264026,,4000,6000,53.01,26,50%,63.93,,,44.78,,4.57,,,,,,,,,,,,
28,26,45,28264526,,4500,5500,53.01,26,,65.32,,,44.78,,4.90,,,,,,,,,,,,
28,26,50,28265026,,5000,5000,53.01,26,50%,66.70,,,44.78,,5.24,,,,,,,,,,,,
28,26,55,28265526,,5500,4500,53.01,26,,68.09,,,44.78,,5.57,,,,,,,,,,,,
28,26,60,28266026,,6000,4000,53.01,26,50%,69.47,,,44.78,,5.90,,,,,,,,,,,,
28,26,65,28266526,,6500,3500,53.01,26,,70.84,,,44.78,,6.22,,,,,,,,,,,,
28,26,70,28267026,,7000,3000,53.01,26,50%,72.20,,,44.78,,6.55,,,,,,,,,,,,
28,26,75,28267526,,7500,2500,53.01,26,,73.63,,,44.78,,6.89,,,,,,,,,,,,
28,26,80,28268026,,8000,2000,53.01,26,50%,75.06,,,44.78,,7.23,,,,,,,,,,,,
28,26,85,28268526,,8500,1500,53.01,26,,76.47,,,44.78,,7.57,,,,,,,,,,,,
28,26,90,28269026,,9000,1000,53.01,26,50%,77.87,,,44.78,,7.90,,,,,,,,,,,,
28,26,95,28269526,,9500,500,53.01,26,,79.28,,,44.78,,8.24,,,,,,,,,,,,
28,26,100,282610026,,10000,0,53.01,26,50%,80.69,,,44.78,,8.58,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
28,25,0,2825026,76.36,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
28,25,5,2825526,,500,9500,53.01,26,,54.16,,,44.78,,2.24,,,,,,,,,,,,
28,25,10,28251026,,1000,9000,53.01,26,50%,55.30,,,44.78,,2.51,,,,,,,,,,,,
28,25,15,28251526,,1500,8500,53.01,26,,56.45,,,44.78,,2.79,,,,,,,,,,,,
28,25,20,28252026,,2000,8000,53.01,26,50%,57.60,,,44.78,,3.06,,,,,,,,,,,,
28,25,25,28252526,,2500,7500,53.01,26,,58.76,,,44.78,,3.34,,,,,,,,,,,,
28,25,30,28253026,,3000,7000,53.01,26,50%,59.92,,,44.78,,3.62,,,,,,,,,,,,
28,25,35,28253526,,3500,6500,53.01,26,,61.08,,,44.78,,3.89,,,,,,,,,,,,
28,25,40,28254026,,4000,6000,53.01,26,50%,62.24,,,44.78,,4.17,,,,,,,,,,,,
28,25,45,28254526,,4500,5500,53.01,26,,63.41,,,44.78,,4.45,,,,,,,,,,,,
28,25,50,28255026,,5000,5000,53.01,26,50%,64.57,,,44.78,,4.73,,,,,,,,,,,,
28,25,55,28255526,,5500,4500,53.01,26,,65.74,,,44.78,,5.01,,,,,,,,,,,,
28,25,60,28256026,,6000,4000,53.01,26,50%,66.91,,,44.78,,5.29,,,,,,,,,,,,
28,25,65,28256526,,6500,3500,53.01,26,,68.08,,,44.78,,5.56,,,,,,,,,,,,
28,25,70,28257026,,7000,3000,53.01,26,50%,69.25,,,44.78,,5.84,,,,,,,,,,,,
28,25,75,28257526,,7500,2500,53.01,26,,70.43,,,44.78,,6.13,,,,,,,,,,,,
28,25,80,28258026,,8000,2000,53.01,26,50%,71.61,,,44.78,,6.41,,,,,,,,,,,,
28,25,85,28258526,,8500,1500,53.01,26,,72.80,,,44.78,,6.69,,,,,,,,,,,,
28,25,90,28259026,,9000,1000,53.01,26,50%,73.98,,,44.78,,6.97,,,,,,,,,,,,
28,25,95,28259526,,9500,500,53.01,26,,75.17,,,44.78,,7.26,,,,,,,,,,,,
28,25,100,282510026,,10000,0,53.01,26,50%,76.36,,,44.78,,7.54,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
28,24,0,2824026,72.20,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
28,24,5,2824526,,500,9500,53.01,26,,53.96,,,44.78,,2.19,,,,,,,,,,,,
28,24,10,28241026,,1000,9000,53.01,26,50%,54.90,,,44.78,,2.42,,,,,,,,,,,,
28,24,15,28241526,,1500,8500,53.01,26,,55.85,,,44.78,,2.64,,,,,,,,,,,,
28,24,20,28242026,,2000,8000,53.01,26,50%,56.79,,,44.78,,2.87,,,,,,,,,,,,
28,24,25,28242526,,2500,7500,53.01,26,,57.75,,,44.78,,3.10,,,,,,,,,,,,
28,24,30,28243026,,3000,7000,53.01,26,50%,58.70,,,44.78,,3.32,,,,,,,,,,,,
28,24,35,28243526,,3500,6500,53.01,26,,59.66,,,44.78,,3.55,,,,,,,,,,,,
28,24,40,28244026,,4000,6000,53.01,26,50%,60.61,,,44.78,,3.78,,,,,,,,,,,,
28,24,45,28244526,,4500,5500,53.01,26,,61.57,,,44.78,,4.01,,,,,,,,,,,,
28,24,50,28245026,,5000,5000,53.01,26,50%,62.52,,,44.78,,4.24,,,,,,,,,,,,
28,24,55,28245526,,5500,4500,53.01,26,,63.49,,,44.78,,4.47,,,,,,,,,,,,
28,24,60,28246026,,6000,4000,53.01,26,50%,64.45,,,44.78,,4.70,,,,,,,,,,,,
28,24,65,28246526,,6500,3500,53.01,26,,65.41,,,44.78,,4.93,,,,,,,,,,,,
28,24,70,28247026,,7000,3000,53.01,26,50%,66.37,,,44.78,,5.16,,,,,,,,,,,,
28,24,75,28247526,,7500,2500,53.01,26,,67.34,,,44.78,,5.39,,,,,,,,,,,,
28,24,80,28248026,,8000,2000,53.01,26,50%,68.31,,,44.78,,5.62,,,,,,,,,,,,
28,24,85,28248526,,8500,1500,53.01,26,,69.28,,,44.78,,5.85,,,,,,,,,,,,
28,24,90,28249026,,9000,1000,53.01,26,50%,70.25,,,44.78,,6.08,,,,,,,,,,,,
28,24,95,28249526,,9500,500,53.01,26,,71.23,,,44.78,,6.32,,,,,,,,,,,,
28,24,100,282410026,,10000,0,53.01,26,50%,72.20,,,44.78,,6.55,,,,,,,,,,,,
,,,26,,,,53.01,26,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
28,23,0,2823026,68.23,0,10000,53.01,26,50%,53.01,,,44.78,,1.97,,,,,,,,,,,,
28,23,5,2823526,,500,9500,53.01,26,,53.76,,,44.78,,2.14,,,,,,,,,,,,
28,23,10,28231026,,1000,9000,53.01,26,50%,54.51,,,44.78,,2.32,,,,,,,,,,,,
28,23,15,28231526,,1500,8500,53.01,26,,55.27,,,44.78,,2.50,,,,,,,,,,,,
28,23,20,28232026,,2000,8000,53.01,26,50%,56.02,,,44.78,,2.68,,,,,,,,,,,,
28,23,25,28232526,,2500,7500,53.01,26,,56.78,,,44.78,,2.86,,,,,,,,,,,,
28,23,30,28233026,,3000,7000,53.01,26,50%,57.53,,,44.78,,3.05,,,,,,,,,,,,
28,23,35,28233526,,3500,6500,53.01,26,,58.29,,,44.78,,3.23,,,,,,,,,,,,
28,23,40,28234026,,4000,6000,53.01,26,50%,59.04,,,44.78,,3.41,,,,,,,,,,,,
28,23,45,28234526,,4500,5500,53.01,26,,59.80,,,44.78,,3.59,,,,,,,,,,,,
28,23,50,28235026,,5000,5000,53.01,26,50%,60.56,,,44.78,,3.77,,,,,,,,,,,,
28,23,55,28235526,,5500,4500,53.01,26,,61.32,,,44.78,,3.95,,,,,,,,,,,,
28,23,60,28236026,,6000,4000,53.01,26,50%,62.08,,,44.78,,4.13,,,,,,,,,,,,
28,23,65,28236526,,6500,3500,53.01,26,,62.85,,,44.78,,4.31,,,,,,,,,,,,
28,23,70,28237026,,7000,3000,53.01,26,50%,63.61,,,44.78,,4.50,,,,,,,,,,,,
