KT,YT,TAZE HAVA ORANI,concat,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,ÜFLEME ENTHALPY 15 C,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
28,25,25,28252555.69,2500,7500,55.69,27,,60.81,44.78,3.83,,,,,,,,,,,,
28,25,30,28253055.69,3000,7000,55.69,27,50%,61.83,44.78,4.07,,,,,,,,,,,,
28,25,35,28253555.69,3500,6500,55.69,27,,62.86,44.78,4.32,,,,,,,,,,,,
28,25,40,28254055.69,4000,6000,55.69,27,50%,63.88,44.78,4.56,,,,,,,,,,,,
28,25,45,28254555.69,4500,5500,55.69,27,,64.92,44.78,4.81,,,,,,,,,,,,
28,25,50,28255055.69,5000,5000,55.69,27,50%,65.95,44.78,5.06,,,,,,,,,,,,
28,25,55,28255555.69,5500,4500,55.69,27,,66.99,44.78,5.30,,,,,,,,,,,,
28,25,60,28256055.69,6000,4000,55.69,27,50%,68.02,44.78,5.55,,,,,,,,,,,,
28,25,65,28256555.69,6500,3500,55.69,27,,69.06,44.78,5.80,,,,,,,,,,,,
28,25,70,28257055.69,7000,3000,55.69,27,50%,70.09,44.78,6.05,,,,,,,,,,,,
28,25,75,28257555.69,7500,2500,55.69,27,,71.13,44.78,6.29,,,,,,,,,,,,
28,25,80,28258055.69,8000,2000,55.69,27,50%,72.17,44.78,6.54,,,,,,,,,,,,
28,25,85,28258555.69,8500,1500,55.69,27,,73.22,44.78,6.79,,,,,,,,,,,,
28,25,90,28259055.69,9000,1000,55.69,27,50%,74.26,44.78,7.04,,,,,,,,,,,,
28,25,95,28259555.69,9500,500,55.69,27,,75.31,44.78,7.29,,,,,,,,,,,,
28,25,100,282510055.69,10000,0,55.69,27,50%,76.36,44.78,7.54,,,,,,,,,,,,
,,,,,,,27,,0.00,44.78,-10.70,,,,,,,,,,,,
28,24,0,2824055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
28,24,5,2824555.69,500,9500,55.69,27,,56.51,44.78,2.80,,,,,,,,,,,,
28,24,10,28241055.69,1000,9000,55.69,27,50%,57.33,44.78,3.00,,,,,,,,,,,,
28,24,15,28241555.69,1500,8500,55.69,27,,58.15,44.78,3.19,,,,,,,,,,,,
28,24,20,28242055.69,2000,8000,55.69,27,50%,58.96,44.78,3.39,,,,,,,,,,,,
28,24,25,28242555.69,2500,7500,55.69,27,,59.78,44.78,3.58,,,,,,,,,,,,
28,24,30,28243055.69,3000,7000,55.69,27,50%,60.60,44.78,3.78,,,,,,,,,,,,
28,24,35,28243555.69,3500,6500,55.69,27,,61.43,44.78,3.98,,,,,,,,,,,,
28,24,40,28244055.69,4000,6000,55.69,27,50%,62.25,44.78,4.17,,,,,,,,,,,,
28,24,45,28244555.69,4500,5500,55.69,27,,63.08,44.78,4.37,,,,,,,,,,,,
28,24,50,28245055.69,5000,5000,55.69,27,50%,63.90,44.78,4.57,,,,,,,,,,,,
28,24,55,28245555.69,5500,4500,55.69,27,,64.73,44.78,4.76,,,,,,,,,,,,
28,24,60,28246055.69,6000,4000,55.69,27,50%,65.55,44.78,4.96,,,,,,,,,,,,
28,24,65,28246555.69,6500,3500,55.69,27,,66.38,44.78,5.16,,,,,,,,,,,,
28,24,70,28247055.69,7000,3000,55.69,27,50%,67.21,44.78,5.36,,,,,,,,,,,,
28,24,75,28247555.69,7500,2500,55.69,27,,68.04,44.78,5.56,,,,,,,,,,,,
28,24,80,28248055.69,8000,2000,55.69,27,50%,68.87,44.78,5.75,,,,,,,,,,,,
28,24,85,28248555.69,8500,1500,55.69,27,,69.70,44.78,5.95,,,,,,,,,,,,
28,24,90,28249055.69,9000,1000,55.69,27,50%,70.53,44.78,6.15,,,,,,,,,,,,
28,24,95,28249555.69,9500,500,55.69,27,,71.37,44.78,6.35,,,,,,,,,,,,
28,24,100,282410055.69,10000,0,55.69,27,50%,72.20,44.78,6.55,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
28,23,0,2823055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
28,23,5,2823555.69,500,9500,55.69,27,,56.32,44.78,2.76,,,,,,,,,,,,
28,23,10,28231055.69,1000,9000,55.69,27,50%,56.94,44.78,2.90,,,,,,,,,,,,
28,23,15,28231555.69,1500,8500,55.69,27,,57.56,44.78,3.05,,,,,,,,,,,,
28,23,20,28232055.69,2000,8000,55.69,27,50%,58.18,44.78,3.20,,,,,,,,,,,,
28,23,25,28232555.69,2500,7500,55.69,27,,58.81,44.78,3.35,,,,,,,,,,,,
28,23,30,28233055.69,3000,7000,55.69,27,50%,59.43,44.78,3.50,,,,,,,,,,,,
28,23,35,28233555.69,3500,6500,55.69,27,,60.06,44.78,3.65,,,,,,,,,,,,
28,23,40,28234055.69,4000,6000,55.69,27,50%,60.68,44.78,3.80,,,,,,,,,,,,
28,23,45,28234555.69,4500,5500,55.69,27,,61.31,44.78,3.95,,,,,,,,,,,,
28,23,50,28235055.69,5000,5000,55.69,27,50%,61.93,44.78,4.10,,,,,,,,,,,,
28,23,55,28235555.69,5500,4500,55.69,27,,62.56,44.78,4.25,,,,,,,,,,,,
28,23,60,28236055.69,6000,4000,55.69,27,50%,63.18,44.78,4.39,,,,,,,,,,,,
28,23,65,28236555.69,6500,3500,55.69,27,,63.81,44.78,4.55,,,,,,,,,,,,
28,23,70,28237055.69,7000,3000,55.69,27,50%,64.44,44.78,4.70,,,,,,,,,,,,
28,23,75,28237555.69,7500,2500,55.69,27,,65.07,44.78,4.85,,,,,,,,,,,,
28,23,80,28238055.69,8000,2000,55.69,27,50%,65.70,44.78,5.00,,,,,,,,,,,,
28,23,85,28238555.69,8500,1500,55.69,27,,66.33,44.78,5.15,,,,,,,,,,,,
28,23,90,28239055.69,9000,1000,55.69,27,50%,66.96,44.78,5.30,,,,,,,,,,,,
28,23,95,28239555.69,9500,500,55.69,27,,67.60,44.78,5.45,,,,,,,,,,,,
28,23,100,282310055.69,10000,0,55.69,27,50%,68.23,44.78,5.60,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
28,22,0,2822055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
28,22,5,2822555.69,500,9500,55.69,27,,56.13,44.78,2.71,,,,,,,,,,,,
28,22,10,28221055.69,1000,9000,55.69,27,50%,56.56,44.78,2.81,,,,,,,,,,,,
28,22,15,28221555.69,1500,8500,55.69,27,,57.00,44.78,2.92,,,,,,,,,,,,
28,22,20,28222055.69,2000,8000,55.69,27,50%,57.43,44.78,3.02,,,,,,,,,,,,
28,22,25,28222555.69,2500,7500,55.69,27,,57.87,44.78,3.13,,,,,,,,,,,,
28,22,30,28223055.69,3000,7000,55.69,27,50%,58.30,44.78,3.23,,,,,,,,,,,,
28,22,35,28223555.69,3500,6500,55.69,27,,58.74,44.78,3.33,,,,,,,,,,,,
28,22,40,28224055.69,4000,6000,55.69,27,50%,59.17,44.78,3.44,,,,,,,,,,,,
28,22,45,28224555.69,4500,5500,55.69,27,,59.61,44.78,3.54,,,,,,,,,,,,
28,22,50,28225055.69,5000,5000,55.69,27,50%,60.04,44.78,3.64,,,,,,,,,,,,
28,22,55,28225555.69,5500,4500,55.69,27,,60.48,44.78,3.75,,,,,,,,,,,,
28,22,60,28226055.69,6000,4000,55.69,27,50%,60.91,44.78,3.85,,,,,,,,,,,,
28,22,65,28226555.69,6500,3500,55.69,27,,61.35,44.78,3.96,,,,,,,,,,,,
28,22,70,28227055.69,7000,3000,55.69,27,50%,61.79,44.78,4.06,,,,,,,,,,,,
28,22,75,28227555.69,7500,2500,55.69,27,,62.23,44.78,4.17,,,,,,,,,,,,
28,22,80,28228055.69,8000,2000,55.69,27,50%,62.66,44.78,4.27,,,,,,,,,,,,
28,22,85,28228555.69,8500,1500,55.69,27,,63.10,44.78,4.38,,,,,,,,,,,,
28,22,90,28229055.69,9000,1000,55.69,27,50%,63.54,44.78,4.48,,,,,,,,,,,,
28,22,95,28229555.69,9500,500,55.69,27,,63.98,44.78,4.59,,,,,,,,,,,,
28,22,100,282210055.69,10000,0,55.69,27,50%,64.42,44.78,4.69,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
28,21,0,2821055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
28,21,5,2821555.69,500,9500,55.69,27,,55.95,44.78,2.67,,,,,,,,,,,,
28,21,10,28211055.69,1000,9000,55.69,27,50%,56.20,44.78,2.73,,,,,,,,,,,,
28,21,15,28211555.69,1500,8500,55.69,27,,56.45,44.78,2.79,,,,,,,,,,,,
28,21,20,28212055.69,2000,8000,55.69,27,50%,56.70,44.78,2.85,,,,,,,,,,,,
28,21,25,28212555.69,2500,7500,55.69,27,,56.96,44.78,2.91,,,,,,,,,,,,
28,21,30,28213055.69,3000,7000,55.69,27,50%,57.21,44.78,2.97,,,,,,,,,,,,
28,21,35,28213555.69,3500,6500,55.69,27,,57.47,44.78,3.03,,,,,,,,,,,,
28,21,40,28214055.69,4000,6000,55.69,27,50%,57.72,44.78,3.09,,,,,,,,,,,,
28,21,45,28214555.69,4500,5500,55.69,27,,57.97,44.78,3.15,,,,,,,,,,,,
28,21,50,28215055.69,5000,5000,55.69,27,50%,58.22,44.78,3.21,,,,,,,,,,,,
28,21,55,28215555.69,5500,4500,55.69,27,,58.48,44.78,3.27,,,,,,,,,,,,
28,21,60,28216055.69,6000,4000,55.69,27,50%,58.73,44.78,3.33,,,,,,,,,,,,
28,21,65,28216555.69,6500,3500,55.69,27,,58.99,44.78,3.39,,,,,,,,,,,,
28,21,70,28217055.69,7000,3000,55.69,27,50%,59.24,44.78,3.45,,,,,,,,,,,,
28,21,75,28217555.69,7500,2500,55.69,27,,59.50,44.78,3.51,,,,,,,,,,,,
28,21,80,28218055.69,8000,2000,55.69,27,50%,59.75,44.78,3.58,,,,,,,,,,,,
28,21,85,28218555.69,8500,1500,55.69,27,,60.01,44.78,3.64,,,,,,,,,,,,
28,21,90,28219055.69,9000,1000,55.69,27,50%,60.26,44.78,3.70,,,,,,,,,,,,
28,21,95,28219555.69,9500,500,55.69,27,,60.52,44.78,3.76,,,,,,,,,,,,
28,21,100,282110055.69,10000,0,55.69,27,50%,60.77,44.78,3.82,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
28,20,0,2820055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
28,20,5,2820555.69,500,9500,55.69,27,,55.77,44.78,2.62,,,,,,,,,,,,
28,20,10,28201055.69,1000,9000,55.69,27,50%,55.85,44.78,2.64,,,,,,,,,,,,
28,20,15,28201555.69,1500,8500,55.69,27,,55.93,44.78,2.66,,,,,,,,,,,,
28,20,20,28202055.69,2000,8000,55.69,27,50%,56.01,44.78,2.68,,,,,,,,,,,,
28,20,25,28202555.69,2500,7500,55.69,27,,56.09,44.78,2.70,,,,,,,,,,,,
28,20,30,28203055.69,3000,7000,55.69,27,50%,56.16,44.78,2.72,,,,,,,,,,,,
28,20,35,28203555.69,3500,6500,55.69,27,,56.24,44.78,2.74,,,,,,,,,,,,
28,20,40,28204055.69,4000,6000,55.69,27,50%,56.32,44.78,2.76,,,,,,,,,,,,
28,20,45,28204555.69,4500,5500,55.69,27,,56.40,44.78,2.78,,,,,,,,,,,,
28,20,50,28205055.69,5000,5000,55.69,27,50%,56.48,44.78,2.79,,,,,,,,,,,,
28,20,55,28205555.69,5500,4500,55.69,27,,56.56,44.78,2.81,,,,,,,,,,,,
28,20,60,28206055.69,6000,4000,55.69,27,50%,56.64,44.78,2.83,,,,,,,,,,,,
28,20,65,28206555.69,6500,3500,55.69,27,,56.72,44.78,2.85,,,,,,,,,,,,
28,20,70,28207055.69,7000,3000,55.69,27,50%,56.79,44.78,2.87,,,,,,,,,,,,
28,20,75,28207555.69,7500,2500,55.69,27,,56.87,44.78,2.89,,,,,,,,,,,,
28,20,80,28208055.69,8000,2000,55.69,27,50%,56.95,44.78,2.91,,,,,,,,,,,,
28,20,85,28208555.69,8500,1500,55.69,27,,57.03,44.78,2.93,,,,,,,,,,,,
28,20,90,28209055.69,9000,1000,55.69,27,50%,57.11,44.78,2.94,,,,,,,,,,,,
28,20,95,28209555.69,9500,500,55.69,27,,57.19,44.78,2.96,,,,,,,,,,,,
28,20,100,282010055.69,10000,0,55.69,27,50%,57.27,44.78,2.98,,,,,,,,,,,,
,,,,,,,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,26,0,2726055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,26,5,2726555.69,500,9500,55.69,27,,56.93,44.78,2.90,,,,,,,,,,,,
27,26,10,27261055.69,1000,9000,55.69,27,50%,58.16,44.78,3.20,,,,,,,,,,,,
27,26,15,27261555.69,1500,8500,55.69,27,,59.40,44.78,3.49,,,,,,,,,,,,
27,26,20,27262055.69,2000,8000,55.69,27,50%,60.64,44.78,3.79,,,,,,,,,,,,
27,26,25,27262555.69,2500,7500,55.69,27,,61.89,44.78,4.09,,,,,,,,,,,,
27,26,30,27263055.69,3000,7000,55.69,27,50%,63.13,44.78,4.38,,,,,,,,,,,,
27,26,35,27263555.69,3500,6500,55.69,27,,64.38,44.78,4.68,,,,,,,,,,,,
27,26,40,27264055.69,4000,6000,55.69,27,50%,65.62,44.78,4.98,,,,,,,,,,,,
27,26,45,27264555.69,4500,5500,55.69,27,,66.87,44.78,5.28,,,,,,,,,,,,
27,26,50,27265055.69,5000,5000,55.69,27,50%,68.12,44.78,5.57,,,,,,,,,,,,
27,26,55,27265555.69,5500,4500,55.69,27,,69.38,44.78,5.87,,,,,,,,,,,,
27,26,60,27266055.69,6000,4000,55.69,27,50%,70.63,44.78,6.17,,,,,,,,,,,,
27,26,65,27266555.69,6500,3500,55.69,27,,71.89,44.78,6.47,,,,,,,,,,,,
27,26,70,27267055.69,7000,3000,55.69,27,50%,73.15,44.78,6.78,,,,,,,,,,,,
27,26,75,27267555.69,7500,2500,55.69,27,,74.41,44.78,7.08,,,,,,,,,,,,
27,26,80,27268055.69,8000,2000,55.69,27,50%,75.67,44.78,7.38,,,,,,,,,,,,
27,26,85,27268555.69,8500,1500,55.69,27,,76.94,44.78,7.68,,,,,,,,,,,,
27,26,90,27269055.69,9000,1000,55.69,27,50%,78.20,44.78,7.98,,,,,,,,,,,,
27,26,95,27269555.69,9500,500,55.69,27,,79.47,44.78,8.29,,,,,,,,,,,,
27,26,100,272610055.69,10000,0,55.69,27,50%,80.74,44.78,8.59,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,25,0,2725055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,25,5,2725555.69,500,9500,55.69,27,,56.72,44.78,2.85,,,,,,,,,,,,
27,25,10,27251055.69,1000,9000,55.69,27,50%,57.74,44.78,3.10,,,,,,,,,,,,
27,25,15,27251555.69,1500,8500,55.69,27,,58.77,44.78,3.34,,,,,,,,,,,,
27,25,20,27252055.69,2000,8000,55.69,27,50%,59.79,44.78,3.58,,,,,,,,,,,,
27,25,25,27252555.69,2500,7500,55.69,27,,60.82,44.78,3.83,,,,,,,,,,,,
27,25,30,27253055.69,3000,7000,55.69,27,50%,61.85,44.78,4.08,,,,,,,,,,,,
27,25,35,27253555.69,3500,6500,55.69,27,,62.88,44.78,4.32,,,,,,,,,,,,
27,25,40,27254055.69,4000,6000,55.69,27,50%,63.91,44.78,4.57,,,,,,,,,,,,
27,25,45,27254555.69,4500,5500,55.69,27,,64.95,44.78,4.82,,,,,,,,,,,,
27,25,50,27255055.69,5000,5000,55.69,27,50%,65.98,44.78,5.06,,,,,,,,,,,,
27,25,55,27255555.69,5500,4500,55.69,27,,67.02,44.78,5.31,,,,,,,,,,,,
27,25,60,27256055.69,6000,4000,55.69,27,50%,68.06,44.78,5.56,,,,,,,,,,,,
27,25,65,27256555.69,6500,3500,55.69,27,,69.10,44.78,5.81,,,,,,,,,,,,
27,25,70,27257055.69,7000,3000,55.69,27,50%,70.13,44.78,6.05,,,,,,,,,,,,
27,25,75,27257555.69,7500,2500,55.69,27,,71.18,44.78,6.30,,,,,,,,,,,,
27,25,80,27258055.69,8000,2000,55.69,27,50%,72.22,44.78,6.55,,,,,,,,,,,,
27,25,85,27258555.69,8500,1500,55.69,27,,73.27,44.78,6.80,,,,,,,,,,,,
27,25,90,27259055.69,9000,1000,55.69,27,50%,74.31,44.78,7.05,,,,,,,,,,,,
27,25,95,27259555.69,9500,500,55.69,27,,75.36,44.78,7.30,,,,,,,,,,,,
27,25,100,272510055.69,10000,0,55.69,27,50%,76.40,44.78,7.55,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,24,0,2724055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,24,5,2724555.69,500,9500,55.69,27,,56.51,44.78,2.80,,,,,,,,,,,,
27,24,10,27241055.69,1000,9000,55.69,27,50%,57.33,44.78,3.00,,,,,,,,,,,,
27,24,15,27241555.69,1500,8500,55.69,27,,58.16,44.78,3.19,,,,,,,,,,,,
27,24,20,27242055.69,2000,8000,55.69,27,50%,58.98,44.78,3.39,,,,,,,,,,,,
27,24,25,27242555.69,2500,7500,55.69,27,,59.80,44.78,3.59,,,,,,,,,,,,
27,24,30,27243055.69,3000,7000,55.69,27,50%,60.62,44.78,3.78,,,,,,,,,,,,
27,24,35,27243555.69,3500,6500,55.69,27,,61.45,44.78,3.98,,,,,,,,,,,,
27,24,40,27244055.69,4000,6000,55.69,27,50%,62.27,44.78,4.18,,,,,,,,,,,,
27,24,45,27244555.69,4500,5500,55.69,27,,63.10,44.78,4.38,,,,,,,,,,,,
27,24,50,27245055.69,5000,5000,55.69,27,50%,63.93,44.78,4.57,,,,,,,,,,,,
27,24,55,27245555.69,5500,4500,55.69,27,,64.76,44.78,4.77,,,,,,,,,,,,
27,24,60,27246055.69,6000,4000,55.69,27,50%,65.59,44.78,4.97,,,,,,,,,,,,
27,24,65,27246555.69,6500,3500,55.69,27,,66.42,44.78,5.17,,,,,,,,,,,,
27,24,70,27247055.69,7000,3000,55.69,27,50%,67.25,44.78,5.37,,,,,,,,,,,,
27,24,75,27247555.69,7500,2500,55.69,27,,68.08,44.78,5.56,,,,,,,,,,,,
27,24,80,27248055.69,8000,2000,55.69,27,50%,68.91,44.78,5.76,,,,,,,,,,,,
27,24,85,27248555.69,8500,1500,55.69,27,,69.75,44.78,5.96,,,,,,,,,,,,
27,24,90,27249055.69,9000,1000,55.69,27,50%,70.58,44.78,6.16,,,,,,,,,,,,
27,24,95,27249555.69,9500,500,55.69,27,,71.42,44.78,6.36,,,,,,,,,,,,
27,24,100,272410055.69,10000,0,55.69,27,50%,72.25,44.78,6.56,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,23,0,2723055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,23,5,2723555.69,500,9500,55.69,27,,56.32,44.78,2.76,,,,,,,,,,,,
27,23,10,27231055.69,1000,9000,55.69,27,50%,56.94,44.78,2.90,,,,,,,,,,,,
27,23,15,27231555.69,1500,8500,55.69,27,,57.57,44.78,3.05,,,,,,,,,,,,
27,23,20,27232055.69,2000,8000,55.69,27,50%,58.19,44.78,3.20,,,,,,,,,,,,
27,23,25,27232555.69,2500,7500,55.69,27,,58.84,44.78,3.36,,,,,,,,,,,,
27,23,30,27233055.69,3000,7000,55.69,27,50%,59.48,44.78,3.51,,,,,,,,,,,,
27,23,35,27233555.69,3500,6500,55.69,27,,60.09,44.78,3.66,,,,,,,,,,,,
27,23,40,27234055.69,4000,6000,55.69,27,50%,60.70,44.78,3.80,,,,,,,,,,,,
27,23,45,27234555.69,4500,5500,55.69,27,,61.33,44.78,3.95,,,,,,,,,,,,
27,23,50,27235055.69,5000,5000,55.69,27,50%,61.96,44.78,4.10,,,,,,,,,,,,
27,23,55,27235555.69,5500,4500,55.69,27,,62.59,44.78,4.25,,,,,,,,,,,,
27,23,60,27236055.69,6000,4000,55.69,27,50%,63.22,44.78,4.40,,,,,,,,,,,,
27,23,65,27236555.69,6500,3500,55.69,27,,63.85,44.78,4.55,,,,,,,,,,,,
27,23,70,27237055.69,7000,3000,55.69,27,50%,64.48,44.78,4.71,,,,,,,,,,,,
27,23,75,27237555.69,7500,2500,55.69,27,,65.11,44.78,4.86,,,,,,,,,,,,
27,23,80,27238055.69,8000,2000,55.69,27,50%,65.74,44.78,5.01,,,,,,,,,,,,
27,23,85,27238555.69,8500,1500,55.69,27,,66.37,44.78,5.16,,,,,,,,,,,,
27,23,90,27239055.69,9000,1000,55.69,27,50%,67.00,44.78,5.31,,,,,,,,,,,,
27,23,95,27239555.69,9500,500,55.69,27,,67.64,44.78,5.46,,,,,,,,,,,,
27,23,100,272310055.69,10000,0,55.69,27,50%,68.27,44.78,5.61,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,22,0,2722055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,22,5,2722555.69,500,9500,55.69,27,,56.13,44.78,2.71,,,,,,,,,,,,
27,22,10,27221055.69,1000,9000,55.69,27,50%,56.57,44.78,2.82,,,,,,,,,,,,
27,22,15,27221555.69,1500,8500,55.69,27,,57.01,44.78,2.92,,,,,,,,,,,,
27,22,20,27222055.69,2000,8000,55.69,27,50%,57.44,44.78,3.02,,,,,,,,,,,,
27,22,25,27222555.69,2500,7500,55.69,27,,57.88,44.78,3.13,,,,,,,,,,,,
27,22,30,27223055.69,3000,7000,55.69,27,50%,58.31,44.78,3.23,,,,,,,,,,,,
27,22,35,27223555.69,3500,6500,55.69,27,,58.75,44.78,3.34,,,,,,,,,,,,
27,22,40,27224055.69,4000,6000,55.69,27,50%,59.19,44.78,3.44,,,,,,,,,,,,
27,22,45,27224555.69,4500,5500,55.69,27,,59.63,44.78,3.55,,,,,,,,,,,,
27,22,50,27225055.69,5000,5000,55.69,27,50%,60.06,44.78,3.65,,,,,,,,,,,,
27,22,55,27225555.69,5500,4500,55.69,27,,60.50,44.78,3.75,,,,,,,,,,,,
27,22,60,27226055.69,6000,4000,55.69,27,50%,60.94,44.78,3.86,,,,,,,,,,,,
27,22,65,27226555.69,6500,3500,55.69,27,,61.38,44.78,3.96,,,,,,,,,,,,
27,22,70,27227055.69,7000,3000,55.69,27,50%,61.82,44.78,4.07,,,,,,,,,,,,
27,22,75,27227555.69,7500,2500,55.69,27,,62.26,44.78,4.17,,,,,,,,,,,,
27,22,80,27228055.69,8000,2000,55.69,27,50%,62.70,44.78,4.28,,,,,,,,,,,,
27,22,85,27228555.69,8500,1500,55.69,27,,63.14,44.78,4.39,,,,,,,,,,,,
27,22,90,27229055.69,9000,1000,55.69,27,50%,63.58,44.78,4.49,,,,,,,,,,,,
27,22,95,27229555.69,9500,500,55.69,27,,64.12,44.78,4.62,,,,,,,,,,,,
27,22,100,272210055.69,10000,0,55.69,27,50%,64.66,44.78,4.75,,,,,,,,,,,,
,,,,,,,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,21,0,2721055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,21,5,2721555.69,500,9500,55.69,27,,55.95,44.78,2.67,,,,,,,,,,,,
27,21,10,27211055.69,1000,9000,55.69,27,50%,56.20,44.78,2.73,,,,,,,,,,,,
27,21,15,27211555.69,1500,8500,55.69,27,,56.46,44.78,2.79,,,,,,,,,,,,
27,21,20,27212055.69,2000,8000,55.69,27,50%,56.71,44.78,2.85,,,,,,,,,,,,
27,21,25,27212555.69,2500,7500,55.69,27,,56.97,44.78,2.91,,,,,,,,,,,,
27,21,30,27213055.69,3000,7000,55.69,27,50%,57.22,44.78,2.97,,,,,,,,,,,,
27,21,35,27213555.69,3500,6500,55.69,27,,57.48,44.78,3.03,,,,,,,,,,,,
27,21,40,27214055.69,4000,6000,55.69,27,50%,57.73,44.78,3.09,,,,,,,,,,,,
27,21,45,27214555.69,4500,5500,55.69,27,,58.08,44.78,3.18,,,,,,,,,,,,
27,21,50,27215055.69,5000,5000,55.69,27,50%,58.42,44.78,3.26,,,,,,,,,,,,
27,21,55,27215555.69,5500,4500,55.69,27,,58.59,44.78,3.30,,,,,,,,,,,,
27,21,60,27216055.69,6000,4000,55.69,27,50%,58.76,44.78,3.34,,,,,,,,,,,,
27,21,65,27216555.69,6500,3500,55.69,27,,59.02,44.78,3.40,,,,,,,,,,,,
27,21,70,27217055.69,7000,3000,55.69,27,50%,59.27,44.78,3.46,,,,,,,,,,,,
27,21,75,27217555.69,7500,2500,55.69,27,,59.53,44.78,3.52,,,,,,,,,,,,
27,21,80,27218055.69,8000,2000,55.69,27,50%,59.78,44.78,3.58,,,,,,,,,,,,
27,21,85,27218555.69,8500,1500,55.69,27,,60.04,44.78,3.64,,,,,,,,,,,,
27,21,90,27219055.69,9000,1000,55.69,27,50%,60.29,44.78,3.70,,,,,,,,,,,,
27,21,95,27219555.69,9500,500,55.69,27,,60.55,44.78,3.77,,,,,,,,,,,,
27,21,100,272110055.69,10000,0,55.69,27,50%,60.80,44.78,3.83,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
27,20,0,2720055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
27,20,5,2720555.69,500,9500,55.69,27,,55.78,44.78,2.63,,,,,,,,,,,,
27,20,10,27201055.69,1000,9000,55.69,27,50%,55.86,44.78,2.65,,,,,,,,,,,,
27,20,15,27201555.69,1500,8500,55.69,27,,55.94,44.78,2.67,,,,,,,,,,,,
27,20,20,27202055.69,2000,8000,55.69,27,50%,56.02,44.78,2.68,,,,,,,,,,,,
27,20,25,27202555.69,2500,7500,55.69,27,,56.10,44.78,2.70,,,,,,,,,,,,
27,20,30,27203055.69,3000,7000,55.69,27,50%,56.18,44.78,2.72,,,,,,,,,,,,
27,20,35,27203555.69,3500,6500,55.69,27,,56.26,44.78,2.74,,,,,,,,,,,,
27,20,40,27204055.69,4000,6000,55.69,27,50%,56.34,44.78,2.76,,,,,,,,,,,,
27,20,45,27204555.69,4500,5500,55.69,27,,56.42,44.78,2.78,,,,,,,,,,,,
27,20,50,27205055.69,5000,5000,55.69,27,50%,56.50,44.78,2.80,,,,,,,,,,,,
27,20,55,27205555.69,5500,4500,55.69,27,,56.58,44.78,2.82,,,,,,,,,,,,
27,20,60,27206055.69,6000,4000,55.69,27,50%,56.66,44.78,2.84,,,,,,,,,,,,
27,20,65,27206555.69,6500,3500,55.69,27,,56.74,44.78,2.86,,,,,,,,,,,,
27,20,70,27207055.69,7000,3000,55.69,27,50%,56.82,44.78,2.88,,,,,,,,,,,,
27,20,75,27207555.69,7500,2500,55.69,27,,56.90,44.78,2.89,,,,,,,,,,,,
27,20,80,27208055.69,8000,2000,55.69,27,50%,56.98,44.78,2.91,,,,,,,,,,,,
27,20,85,27208555.69,8500,1500,55.69,27,,57.06,44.78,2.93,,,,,,,,,,,,
27,20,90,27209055.69,9000,1000,55.69,27,50%,57.14,44.78,2.95,,,,,,,,,,,,
27,20,95,27209555.69,9500,500,55.69,27,,57.22,44.78,2.97,,,,,,,,,,,,
27,20,100,272010055.69,10000,0,55.69,27,50%,57.30,44.78,2.99,,,,,,,,,,,,
