KT,YT,TAZE HAVA ORANI,concat,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,ÜFLEME ENTHALPY 15 C,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
29,21,35,29213553.01,3500,6500,53.01,26,,55.69,44.78,2.60,,,,,,,,,,,,
29,21,40,29214053.01,4000,6000,53.01,26,50%,56.07,44.78,2.70,,,,,,,,,,,,
29,21,45,29214553.01,4500,5500,53.01,26,,56.46,44.78,2.79,,,,,,,,,,,,
29,21,50,29215053.01,5000,5000,53.01,26,50%,56.84,44.78,2.88,,,,,,,,,,,,
29,21,55,29215553.01,5500,4500,53.01,26,,57.23,44.78,2.97,,,,,,,,,,,,
29,21,60,29216053.01,6000,4000,53.01,26,50%,57.62,44.78,3.07,,,,,,,,,,,,
29,21,65,29216553.01,6500,3500,53.01,26,,58.01,44.78,3.16,,,,,,,,,,,,
29,21,70,29217053.01,7000,3000,53.01,26,50%,58.39,44.78,3.25,,,,,,,,,,,,
29,21,75,29217553.01,7500,2500,53.01,26,,58.78,44.78,3.34,,,,,,,,,,,,
29,21,80,29218053.01,8000,2000,53.01,26,50%,59.17,44.78,3.44,,,,,,,,,,,,
29,21,85,29218553.01,8500,1500,53.01,26,,59.56,44.78,3.53,,,,,,,,,,,,
29,21,90,29219053.01,9000,1000,53.01,26,50%,59.95,44.78,3.62,,,,,,,,,,,,
29,21,95,29219553.01,9500,500,53.01,26,,60.34,44.78,3.72,,,,,,,,,,,,
29,21,100,292110053.01,10000,0,53.01,26,50%,60.73,44.78,3.81,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
29,20,0,2920053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
29,20,5,2920553.01,500,9500,53.01,26,,53.22,44.78,2.02,,,,,,,,,,,,
29,20,10,29201053.01,1000,9000,53.01,26,50%,53.43,44.78,2.07,,,,,,,,,,,,
29,20,15,29201553.01,1500,8500,53.01,26,,53.64,44.78,2.11,,,,,,,,,,,,
29,20,20,29202053.01,2000,8000,53.01,26,50%,53.84,44.78,2.16,,,,,,,,,,,,
29,20,25,29202553.01,2500,7500,53.01,26,,54.05,44.78,2.21,,,,,,,,,,,,
29,20,30,29203053.01,3000,7000,53.01,26,50%,54.26,44.78,2.26,,,,,,,,,,,,
29,20,35,29203553.01,3500,6500,53.01,26,,54.48,44.78,2.32,,,,,,,,,,,,
29,20,40,29204053.01,4000,6000,53.01,26,50%,54.69,44.78,2.37,,,,,,,,,,,,
29,20,45,29204553.01,4500,5500,53.01,26,,54.90,44.78,2.42,,,,,,,,,,,,
29,20,50,29205053.01,5000,5000,53.01,26,50%,55.11,44.78,2.47,,,,,,,,,,,,
29,20,55,29205553.01,5500,4500,53.01,26,,55.32,44.78,2.52,,,,,,,,,,,,
29,20,60,29206053.01,6000,4000,53.01,26,50%,55.53,44.78,2.57,,,,,,,,,,,,
29,20,65,29206553.01,6500,3500,53.01,26,,55.74,44.78,2.62,,,,,,,,,,,,
29,20,70,29207053.01,7000,3000,53.01,26,50%,55.95,44.78,2.67,,,,,,,,,,,,
29,20,75,29207553.01,7500,2500,53.01,26,,56.17,44.78,2.72,,,,,,,,,,,,
29,20,80,29208053.01,8000,2000,53.01,26,50%,56.38,44.78,2.77,,,,,,,,,,,,
29,20,85,29208553.01,8500,1500,53.01,26,,56.59,44.78,2.82,,,,,,,,,,,,
29,20,90,29209053.01,9000,1000,53.01,26,50%,56.80,44.78,2.87,,,,,,,,,,,,
29,20,95,29209553.01,9500,500,53.01,26,,57.02,44.78,2.92,,,,,,,,,,,,
29,20,100,292010053.01,10000,0,53.01,26,50%,57.23,44.78,2.97,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,26,0,2826053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,26,5,2826553.01,500,9500,53.01,26,,54.37,44.78,2.29,,,,,,,,,,,,
28,26,10,28261053.01,1000,9000,53.01,26,50%,55.72,44.78,2.61,,,,,,,,,,,,
28,26,15,28261553.01,1500,8500,53.01,26,,57.09,44.78,2.94,,,,,,,,,,,,
28,26,20,28262053.01,2000,8000,53.01,26,50%,58.45,44.78,3.26,,,,,,,,,,,,
28,26,25,28262553.01,2500,7500,53.01,26,,59.82,44.78,3.59,,,,,,,,,,,,
28,26,30,28263053.01,3000,7000,53.01,26,50%,61.18,44.78,3.92,,,,,,,,,,,,
28,26,35,28263553.01,3500,6500,53.01,26,,62.56,44.78,4.25,,,,,,,,,,,,
28,26,40,28264053.01,4000,6000,53.01,26,50%,63.93,44.78,4.57,,,,,,,,,,,,
28,26,45,28264553.01,4500,5500,53.01,26,,65.32,44.78,4.90,,,,,,,,,,,,
28,26,50,28265053.01,5000,5000,53.01,26,50%,66.70,44.78,5.24,,,,,,,,,,,,
28,26,55,28265553.01,5500,4500,53.01,26,,68.09,44.78,5.57,,,,,,,,,,,,
28,26,60,28266053.01,6000,4000,53.01,26,50%,69.47,44.78,5.90,,,,,,,,,,,,
28,26,65,28266553.01,6500,3500,53.01,26,,70.84,44.78,6.22,,,,,,,,,,,,
28,26,70,28267053.01,7000,3000,53.01,26,50%,72.20,44.78,6.55,,,,,,,,,,,,
28,26,75,28267553.01,7500,2500,53.01,26,,73.63,44.78,6.89,,,,,,,,,,,,
28,26,80,28268053.01,8000,2000,53.01,26,50%,75.06,44.78,7.23,,,,,,,,,,,,
28,26,85,28268553.01,8500,1500,53.01,26,,76.47,44.78,7.57,,,,,,,,,,,,
28,26,90,28269053.01,9000,1000,53.01,26,50%,77.87,44.78,7.90,,,,,,,,,,,,
28,26,95,28269553.01,9500,500,53.01,26,,79.28,44.78,8.24,,,,,,,,,,,,
28,26,100,282610053.01,10000,0,53.01,26,50%,80.69,44.78,8.58,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,25,0,2825053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,25,5,2825553.01,500,9500,53.01,26,,54.16,44.78,2.24,,,,,,,,,,,,
28,25,10,28251053.01,1000,9000,53.01,26,50%,55.30,44.78,2.51,,,,,,,,,,,,
28,25,15,28251553.01,1500,8500,53.01,26,,56.45,44.78,2.79,,,,,,,,,,,,
28,25,20,28252053.01,2000,8000,53.01,26,50%,57.60,44.78,3.06,,,,,,,,,,,,
28,25,25,28252553.01,2500,7500,53.01,26,,58.76,44.78,3.34,,,,,,,,,,,,
28,25,30,28253053.01,3000,7000,53.01,26,50%,59.92,44.78,3.62,,,,,,,,,,,,
28,25,35,28253553.01,3500,6500,53.01,26,,61.08,44.78,3.89,,,,,,,,,,,,
28,25,40,28254053.01,4000,6000,53.01,26,50%,62.24,44.78,4.17,,,,,,,,,,,,
28,25,45,28254553.01,4500,5500,53.01,26,,63.41,44.78,4.45,,,,,,,,,,,,
28,25,50,28255053.01,5000,5000,53.01,26,50%,64.57,44.78,4.73,,,,,,,,,,,,
28,25,55,28255553.01,5500,4500,53.01,26,,65.74,44.78,5.01,,,,,,,,,,,,
28,25,60,28256053.01,6000,4000,53.01,26,50%,66.91,44.78,5.29,,,,,,,,,,,,
28,25,65,28256553.01,6500,3500,53.01,26,,68.08,44.78,5.56,,,,,,,,,,,,
28,25,70,28257053.01,7000,3000,53.01,26,50%,69.25,44.78,5.84,,,,,,,,,,,,
28,25,75,28257553.01,7500,2500,53.01,26,,70.43,44.78,6.13,,,,,,,,,,,,
28,25,80,28258053.01,8000,2000,53.01,26,50%,71.61,44.78,6.41,,,,,,,,,,,,
28,25,85,28258553.01,8500,1500,53.01,26,,72.80,44.78,6.69,,,,,,,,,,,,
28,25,90,28259053.01,9000,1000,53.01,26,50%,73.98,44.78,6.97,,,,,,,,,,,,
28,25,95,28259553.01,9500,500,53.01,26,,75.17,44.78,7.26,,,,,,,,,,,,
28,25,100,282510053.01,10000,0,53.01,26,50%,76.36,44.78,7.54,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,24,0,2824053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,24,5,2824553.01,500,9500,53.01,26,,53.96,44.78,2.19,,,,,,,,,,,,
28,24,10,28241053.01,1000,9000,53.01,26,50%,54.90,44.78,2.42,,,,,,,,,,,,
28,24,15,28241553.01,1500,8500,53.01,26,,55.85,44.78,2.64,,,,,,,,,,,,
28,24,20,28242053.01,2000,8000,53.01,26,50%,56.79,44.78,2.87,,,,,,,,,,,,
28,24,25,28242553.01,2500,7500,53.01,26,,57.75,44.78,3.10,,,,,,,,,,,,
28,24,30,28243053.01,3000,7000,53.01,26,50%,58.70,44.78,3.32,,,,,,,,,,,,
28,24,35,28243553.01,3500,6500,53.01,26,,59.66,44.78,3.55,,,,,,,,,,,,
28,24,40,28244053.01,4000,6000,53.01,26,50%,60.61,44.78,3.78,,,,,,,,,,,,
28,24,45,28244553.01,4500,5500,53.01,26,,61.57,44.78,4.01,,,,,,,,,,,,
28,24,50,28245053.01,5000,5000,53.01,26,50%,62.52,44.78,4.24,,,,,,,,,,,,
28,24,55,28245553.01,5500,4500,53.01,26,,63.49,44.78,4.47,,,,,,,,,,,,
28,24,60,28246053.01,6000,4000,53.01,26,50%,64.45,44.78,4.70,,,,,,,,,,,,
28,24,65,28246553.01,6500,3500,53.01,26,,65.41,44.78,4.93,,,,,,,,,,,,
28,24,70,28247053.01,7000,3000,53.01,26,50%,66.37,44.78,5.16,,,,,,,,,,,,
28,24,75,28247553.01,7500,2500,53.01,26,,67.34,44.78,5.39,,,,,,,,,,,,
28,24,80,28248053.01,8000,2000,53.01,26,50%,68.31,44.78,5.62,,,,,,,,,,,,
28,24,85,28248553.01,8500,1500,53.01,26,,69.28,44.78,5.85,,,,,,,,,,,,
28,24,90,28249053.01,9000,1000,53.01,26,50%,70.25,44.78,6.08,,,,,,,,,,,,
28,24,95,28249553.01,9500,500,53.01,26,,71.23,44.78,6.32,,,,,,,,,,,,
28,24,100,282410053.01,10000,0,53.01,26,50%,72.20,44.78,6.55,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,23,0,2823053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,23,5,2823553.01,500,9500,53.01,26,,53.76,44.78,2.14,,,,,,,,,,,,
28,23,10,28231053.01,1000,9000,53.01,26,50%,54.51,44.78,2.32,,,,,,,,,,,,
28,23,15,28231553.01,1500,8500,53.01,26,,55.27,44.78,2.50,,,,,,,,,,,,
28,23,20,28232053.01,2000,8000,53.01,26,50%,56.02,44.78,2.68,,,,,,,,,,,,
28,23,25,28232553.01,2500,7500,53.01,26,,56.78,44.78,2.86,,,,,,,,,,,,
28,23,30,28233053.01,3000,7000,53.01,26,50%,57.53,44.78,3.05,,,,,,,,,,,,
28,23,35,28233553.01,3500,6500,53.01,26,,58.29,44.78,3.23,,,,,,,,,,,,
28,23,40,28234053.01,4000,6000,53.01,26,50%,59.04,44.78,3.41,,,,,,,,,,,,
28,23,45,28234553.01,4500,5500,53.01,26,,59.80,44.78,3.59,,,,,,,,,,,,
28,23,50,28235053.01,5000,5000,53.01,26,50%,60.56,44.78,3.77,,,,,,,,,,,,
28,23,55,28235553.01,5500,4500,53.01,26,,61.32,44.78,3.95,,,,,,,,,,,,
28,23,60,28236053.01,6000,4000,53.01,26,50%,62.08,44.78,4.13,,,,,,,,,,,,
28,23,65,28236553.01,6500,3500,53.01,26,,62.85,44.78,4.31,,,,,,,,,,,,
28,23,70,28237053.01,7000,3000,53.01,26,50%,63.61,44.78,4.50,,,,,,,,,,,,
28,23,75,28237553.01,7500,2500,53.01,26,,64.38,44.78,4.68,,,,,,,,,,,,
28,23,80,28238053.01,8000,2000,53.01,26,50%,65.15,44.78,4.87,,,,,,,,,,,,
28,23,85,28238553.01,8500,1500,53.01,26,,65.92,44.78,5.05,,,,,,,,,,,,
28,23,90,28239053.01,9000,1000,53.01,26,50%,66.68,44.78,5.23,,,,,,,,,,,,
28,23,95,28239553.01,9500,500,53.01,26,,67.46,44.78,5.42,,,,,,,,,,,,
28,23,100,282310053.01,10000,0,53.01,26,50%,68.23,44.78,5.60,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,22,0,2822053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,22,5,2822553.01,500,9500,53.01,26,,53.58,44.78,2.10,,,,,,,,,,,,
28,22,10,28221053.01,1000,9000,53.01,26,50%,54.14,44.78,2.24,,,,,,,,,,,,
28,22,15,28221553.01,1500,8500,53.01,26,,54.71,44.78,2.37,,,,,,,,,,,,
28,22,20,28222053.01,2000,8000,53.01,26,50%,55.27,44.78,2.51,,,,,,,,,,,,
28,22,25,28222553.01,2500,7500,53.01,26,,55.84,44.78,2.64,,,,,,,,,,,,
28,22,30,28223053.01,3000,7000,53.01,26,50%,56.40,44.78,2.78,,,,,,,,,,,,
28,22,35,28223553.01,3500,6500,53.01,26,,56.97,44.78,2.91,,,,,,,,,,,,
28,22,40,28224053.01,4000,6000,53.01,26,50%,57.54,44.78,3.05,,,,,,,,,,,,
28,22,45,28224553.01,4500,5500,53.01,26,,58.11,44.78,3.18,,,,,,,,,,,,
28,22,50,28225053.01,5000,5000,53.01,26,50%,58.68,44.78,3.32,,,,,,,,,,,,
28,22,55,28225553.01,5500,4500,53.01,26,,59.25,44.78,3.46,,,,,,,,,,,,
28,22,60,28226053.01,6000,4000,53.01,26,50%,59.82,44.78,3.59,,,,,,,,,,,,
28,22,65,28226553.01,6500,3500,53.01,26,,60.39,44.78,3.73,,,,,,,,,,,,
28,22,70,28227053.01,7000,3000,53.01,26,50%,60.96,44.78,3.86,,,,,,,,,,,,
28,22,75,28227553.01,7500,2500,53.01,26,,61.54,44.78,4.00,,,,,,,,,,,,
28,22,80,28228053.01,8000,2000,53.01,26,50%,62.11,44.78,4.14,,,,,,,,,,,,
28,22,85,28228553.01,8500,1500,53.01,26,,62.69,44.78,4.28,,,,,,,,,,,,
28,22,90,28229053.01,9000,1000,53.01,26,50%,63.26,44.78,4.41,,,,,,,,,,,,
28,22,95,28229553.01,9500,500,53.01,26,,63.84,44.78,4.55,,,,,,,,,,,,
28,22,100,282210053.01,10000,0,53.01,26,50%,64.42,44.78,4.69,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,21,0,2821053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,21,5,2821553.01,500,9500,53.01,26,,53.40,44.78,2.06,,,,,,,,,,,,
28,21,10,28211053.01,1000,9000,53.01,26,50%,53.78,44.78,2.15,,,,,,,,,,,,
28,21,15,28211553.01,1500,8500,53.01,26,,54.17,44.78,2.24,,,,,,,,,,,,
28,21,20,28212053.01,2000,8000,53.01,26,50%,54.55,44.78,2.33,,,,,,,,,,,,
28,21,25,28212553.01,2500,7500,53.01,26,,54.94,44.78,2.43,,,,,,,,,,,,
28,21,30,28213053.01,3000,7000,53.01,26,50%,55.32,44.78,2.52,,,,,,,,,,,,
28,21,35,28213553.01,3500,6500,53.01,26,,55.71,44.78,2.61,,,,,,,,,,,,
28,21,40,28214053.01,4000,6000,53.01,26,50%,56.09,44.78,2.70,,,,,,,,,,,,
28,21,45,28214553.01,4500,5500,53.01,26,,56.48,44.78,2.79,,,,,,,,,,,,
28,21,50,28215053.01,5000,5000,53.01,26,50%,56.87,44.78,2.89,,,,,,,,,,,,
28,21,55,28215553.01,5500,4500,53.01,26,,57.26,44.78,2.98,,,,,,,,,,,,
28,21,60,28216053.01,6000,4000,53.01,26,50%,57.64,44.78,3.07,,,,,,,,,,,,
28,21,65,28216553.01,6500,3500,53.01,26,,58.03,44.78,3.16,,,,,,,,,,,,
28,21,70,28217053.01,7000,3000,53.01,26,50%,58.42,44.78,3.26,,,,,,,,,,,,
28,21,75,28217553.01,7500,2500,53.01,26,,58.81,44.78,3.35,,,,,,,,,,,,
28,21,80,28218053.01,8000,2000,53.01,26,50%,59.20,44.78,3.44,,,,,,,,,,,,
28,21,85,28218553.01,8500,1500,53.01,26,,59.59,44.78,3.54,,,,,,,,,,,,
28,21,90,28219053.01,9000,1000,53.01,26,50%,59.98,44.78,3.63,,,,,,,,,,,,
28,21,95,28219553.01,9500,500,53.01,26,,60.38,44.78,3.72,,,,,,,,,,,,
28,21,100,282110053.01,10000,0,53.01,26,50%,60.77,44.78,3.82,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
28,20,0,2820053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
28,20,5,2820553.01,500,9500,53.01,26,,53.22,44.78,2.02,,,,,,,,,,,,
28,20,10,28201053.01,1000,9000,53.01,26,50%,53.43,44.78,2.07,,,,,,,,,,,,
28,20,15,28201553.01,1500,8500,53.01,26,,53.64,44.78,2.12,,,,,,,,,,,,
28,20,20,28202053.01,2000,8000,53.01,26,50%,53.85,44.78,2.17,,,,,,,,,,,,
28,20,25,28202553.01,2500,7500,53.01,26,,54.07,44.78,2.22,,,,,,,,,,,,
28,20,30,28203053.01,3000,7000,53.01,26,50%,54.28,44.78,2.27,,,,,,,,,,,,
28,20,35,28203553.01,3500,6500,53.01,26,,54.49,44.78,2.32,,,,,,,,,,,,
28,20,40,28204053.01,4000,6000,53.01,26,50%,54.70,44.78,2.37,,,,,,,,,,,,
28,20,45,28204553.01,4500,5500,53.01,26,,54.92,44.78,2.42,,,,,,,,,,,,
28,20,50,28205053.01,5000,5000,53.01,26,50%,55.13,44.78,2.47,,,,,,,,,,,,
28,20,55,28205553.01,5500,4500,53.01,26,,55.34,44.78,2.52,,,,,,,,,,,,
28,20,60,28206053.01,6000,4000,53.01,26,50%,55.55,44.78,2.57,,,,,,,,,,,,
28,20,65,28206553.01,6500,3500,53.01,26,,55.77,44.78,2.62,,,,,,,,,,,,
28,20,70,28207053.01,7000,3000,53.01,26,50%,55.98,44.78,2.68,,,,,,,,,,,,
28,20,75,28207553.01,7500,2500,53.01,26,,56.20,44.78,2.73,,,,,,,,,,,,
28,20,80,28208053.01,8000,2000,53.01,26,50%,56.41,44.78,2.78,,,,,,,,,,,,
28,20,85,28208553.01,8500,1500,53.01,26,,56.63,44.78,2.83,,,,,,,,,,,,
28,20,90,28209053.01,9000,1000,53.01,26,50%,56.84,44.78,2.88,,,,,,,,,,,,
28,20,95,28209553.01,9500,500,53.01,26,,57.06,44.78,2.93,,,,,,,,,,,,
28,20,100,282010053.01,10000,0,53.01,26,50%,57.27,44.78,2.98,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
27,26,0,2726053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
27,26,5,2726553.01,500,9500,53.01,26,,54.37,44.78,2.29,,,,,,,,,,,,
27,26,10,27261053.01,1000,9000,53.01,26,50%,55.73,44.78,2.62,,,,,,,,,,,,
27,26,15,27261553.01,1500,8500,53.01,26,,57.10,44.78,2.94,,,,,,,,,,,,
27,26,20,27262053.01,2000,8000,53.01,26,50%,58.47,44.78,3.27,,,,,,,,,,,,
27,26,25,27262553.01,2500,7500,53.01,26,,59.84,44.78,3.60,,,,,,,,,,,,
27,26,30,27263053.01,3000,7000,53.01,26,50%,61.21,44.78,3.92,,,,,,,,,,,,
27,26,35,27263553.01,3500,6500,53.01,26,,62.59,44.78,4.25,,,,,,,,,,,,
27,26,40,27264053.01,4000,6000,53.01,26,50%,63.97,44.78,4.58,,,,,,,,,,,,
27,26,45,27264553.01,4500,5500,53.01,26,,65.36,44.78,4.91,,,,,,,,,,,,
27,26,50,27265053.01,5000,5000,53.01,26,50%,66.74,44.78,5.24,,,,,,,,,,,,
27,26,55,27265553.01,5500,4500,53.01,26,,68.13,44.78,5.58,,,,,,,,,,,,
27,26,60,27266053.01,6000,4000,53.01,26,50%,69.52,44.78,5.91,,,,,,,,,,,,
27,26,65,27266553.01,6500,3500,53.01,26,,70.92,44.78,6.24,,,,,,,,,,,,
27,26,70,27267053.01,7000,3000,53.01,26,50%,72.31,44.78,6.58,,,,,,,,,,,,
27,26,75,27267553.01,7500,2500,53.01,26,,73.71,44.78,6.91,,,,,,,,,,,,
27,26,80,27268053.01,8000,2000,53.01,26,50%,75.11,44.78,7.24,,,,,,,,,,,,
27,26,85,27268553.01,8500,1500,53.01,26,,76.52,44.78,7.58,,,,,,,,,,,,
27,26,90,27269053.01,9000,1000,53.01,26,50%,77.92,44.78,7.92,,,,,,,,,,,,
27,26,95,27269553.01,9500,500,53.01,26,,79.33,44.78,8.25,,,,,,,,,,,,
27,26,100,272610053.01,10000,0,53.01,26,50%,80.74,44.78,8.59,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
27,25,0,2725053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
27,25,5,2725553.01,500,9500,53.01,26,,54.16,44.78,2.24,,,,,,,,,,,,
27,25,10,27251053.01,1000,9000,53.01,26,50%,55.31,44.78,2.51,,,,,,,,,,,,
27,25,15,27251553.01,1500,8500,53.01,26,,56.47,44.78,2.79,,,,,,,,,,,,
27,25,20,27252053.01,2000,8000,53.01,26,50%,57.62,44.78,3.07,,,,,,,,,,,,
27,25,25,27252553.01,2500,7500,53.01,26,,58.78,44.78,3.34,,,,,,,,,,,,
27,25,30,27253053.01,3000,7000,53.01,26,50%,59.94,44.78,3.62,,,,,,,,,,,,
27,25,35,27253553.01,3500,6500,53.01,26,,61.11,44.78,3.90,,,,,,,,,,,,
27,25,40,27254053.01,4000,6000,53.01,26,50%,62.27,44.78,4.18,,,,,,,,,,,,
27,25,45,27254553.01,4500,5500,53.01,26,,63.44,44.78,4.46,,,,,,,,,,,,
27,25,50,27255053.01,5000,5000,53.01,26,50%,64.60,44.78,4.73,,,,,,,,,,,,
27,25,55,27255553.01,5500,4500,53.01,26,,65.78,44.78,5.01,,,,,,,,,,,,
27,25,60,27256053.01,6000,4000,53.01,26,50%,66.95,44.78,5.30,,,,,,,,,,,,
27,25,65,27256553.01,6500,3500,53.01,26,,68.13,44.78,5.58,,,,,,,,,,,,
27,25,70,27257053.01,7000,3000,53.01,26,50%,69.30,44.78,5.86,,,,,,,,,,,,
27,25,75,27257553.01,7500,2500,53.01,26,,70.48,44.78,6.14,,,,,,,,,,,,
27,25,80,27258053.01,8000,2000,53.01,26,50%,71.66,44.78,6.42,,,,,,,,,,,,
27,25,85,27258553.01,8500,1500,53.01,26,,72.85,44.78,6.70,,,,,,,,,,,,
27,25,90,27259053.01,9000,1000,53.01,26,50%,74.03,44.78,6.99,,,,,,,,,,,,
27,25,95,27259553.01,9500,500,53.01,26,,75.22,44.78,7.27,,,,,,,,,,,,
27,25,100,272510053.01,10000,0,53.01,26,50%,76.40,44.78,7.55,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
27,24,0,2724053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
27,24,5,2724553.01,500,9500,53.01,26,,53.96,44.78,2.19,,,,,,,,,,,,
27,24,10,27241053.01,1000,9000,53.01,26,50%,54.91,44.78,2.42,,,,,,,,,,,,
27,24,15,27241553.01,1500,8500,53.01,26,,55.86,44.78,2.65,,,,,,,,,,,,
27,24,20,27242053.01,2000,8000,53.01,26,50%,56.81,44.78,2.87,,,,,,,,,,,,
27,24,25,27242553.01,2500,7500,53.01,26,,57.77,44.78,3.10,,,,,,,,,,,,
27,24,30,27243053.01,3000,7000,53.01,26,50%,58.72,44.78,3.33,,,,,,,,,,,,
27,24,35,27243553.01,3500,6500,53.01,26,,59.68,44.78,3.56,,,,,,,,,,,,
27,24,40,27244053.01,4000,6000,53.01,26,50%,60.64,44.78,3.79,,,,,,,,,,,,
27,24,45,27244553.01,4500,5500,53.01,26,,61.60,44.78,4.02,,,,,,,,,,,,
27,24,50,27245053.01,5000,5000,53.01,26,50%,62.56,44.78,4.25,,,,,,,,,,,,
27,24,55,27245553.01,5500,4500,53.01,26,,63.52,44.78,4.48,,,,,,,,,,,,
27,24,60,27246053.01,6000,4000,53.01,26,50%,64.48,44.78,4.71,,,,,,,,,,,,
27,24,65,27246553.01,6500,3500,53.01,26,,65.45,44.78,4.94,,,,,,,,,,,,
27,24,70,27247053.01,7000,3000,53.01,26,50%,66.42,44.78,5.17,,,,,,,,,,,,
27,24,75,27247553.01,7500,2500,53.01,26,,67.39,44.78,5.40,,,,,,,,,,,,
27,24,80,27248053.01,8000,2000,53.01,26,50%,68.35,44.78,5.63,,,,,,,,,,,,
27,24,85,27248553.01,8500,1500,53.01,26,,69.33,44.78,5.86,,,,,,,,,,,,
27,24,90,27249053.01,9000,1000,53.01,26,50%,70.30,44.78,6.10,,,,,,,,,,,,
27,24,95,27249553.01,9500,500,53.01,26,,71.28,44.78,6.33,,,,,,,,,,,,
27,24,100,272410053.01,10000,0,53.01,26,50%,72.25,44.78,6.56,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
27,23,0,2723053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
27,23,5,2723553.01,500,9500,53.01,26,,53.77,44.78,2.15,,,,,,,,,,,,
27,23,10,27231053.01,1000,9000,53.01,26,50%,54.52,44.78,2.33,,,,,,,,,,,,
27,23,15,27231553.01,1500,8500,53.01,26,,55.28,44.78,2.51,,,,,,,,,,,,
27,23,20,27232053.01,2000,8000,53.01,26,50%,56.03,44.78,2.69,,,,,,,,,,,,
27,23,25,27232553.01,2500,7500,53.01,26,,56.79,44.78,2.87,,,,,,,,,,,,
27,23,30,27233053.01,3000,7000,53.01,26,50%,57.55,44.78,3.05,,,,,,,,,,,,
27,23,35,27233553.01,3500,6500,53.01,26,,58.31,44.78,3.23,,,,,,,,,,,,
27,23,40,27234053.01,4000,6000,53.01,26,50%,59.07,44.78,3.41,,,,,,,,,,,,
27,23,45,27234553.01,4500,5500,53.01,26,,59.83,44.78,3.59,,,,,,,,,,,,
27,23,50,27235053.01,5000,5000,53.01,26,50%,60.59,44.78,3.78,,,,,,,,,,,,
27,23,55,27235553.01,5500,4500,53.01,26,,61.36,44.78,3.96,,,,,,,,,,,,
27,23,60,27236053.01,6000,4000,53.01,26,50%,62.12,44.78,4.14,,,,,,,,,,,,
27,23,65,27236553.01,6500,3500,53.01,26,,62.89,44.78,4.32,,,,,,,,,,,,
27,23,70,27237053.01,7000,3000,53.01,26,50%,63.65,44.78,4.51,,,,,,,,,,,,
27,23,75,27237553.01,7500,2500,53.01,26,,64.42,44.78,4.69,,,,,,,,,,,,
27,23,80,27238053.01,8000,2000,53.01,26,50%,65.19,44.78,4.87,,,,,,,,,,,,
27,23,85,27238553.01,8500,1500,53.01,26,,65.96,44.78,5.06,,,,,,,,,,,,
27,23,90,27239053.01,9000,1000,53.01,26,50%,66.72,44.78,5.24,,,,,,,,,,,,
27,23,95,27239553.01,9500,500,53.01,26,,67.50,44.78,5.43,,,,,,,,,,,,
27,23,100,272310053.01,10000,0,53.01,26,50%,68.27,44.78,5.61,,,,,,,,,,,,
,,,53.01,,,53.01,26,,0.00,44.78,-10.70,,,,,,,,,,,,
27,22,0,2722053.01,0,10000,53.01,26,50%,53.01,44.78,1.97,,,,,,,,,,,,
